pname,year,epa,wpa,asst,ff,g,int,pd,qbhit,rank,sc,sk,skyd,tf,team,tkl,tklloss,probowl,firstteam,secondteam
J.Gildon,2001,49.2,1.38,12,3,15,1,8,0,25,45,12,65,0.68,PIT,42,0,1.0,1.0,0.0
J.Porter,2001,48.3,1.38,14,4,14,0,4,0,26,39,9,62,0.72,PIT,39,0,0.0,0.0,0.0
H.Nickerson,2001,43.9,1.37,24,1,14,3,9,0,27,58,0,0,1.26,JAX,80,0,0.0,0.0,0.0
R.Phifer,2001,50.0,1.36,21,2,16,1,5,0,28,62,2,9,0.88,NE,71,0,0.0,0.0,0.0
C.Clemons,2001,49.1,1.35,17,2,15,1,6,0,29,68,13,96,1.0,NO,71,0,0.0,0.0,0.0
E.Robinson,2001,41.3,1.33,18,2,14,2,5,0,30,48,1,5,0.87,TEN,49,0,0.0,0.0,0.0
R.Fredrickson,2001,38.7,1.33,21,1,15,0,2,0,31,63,4,27,0.89,ARZ,72,0,0.0,0.0,0.0
D.Coakley,2001,46.0,1.32,23,1,15,2,5,0,32,59,0,0,1.1,DAL,72,0,1.0,0.0,0.0
P.Boulware,2001,49.5,1.3,22,3,16,0,4,0,33,55,17,88,0.65,BLT,44,0,0.0,0.0,0.0
M.Washington,2001,44.7,1.29,20,2,16,0,2,0,34,58,9,29,0.89,IND,74,0,0.0,0.0,0.0
C.Claiborne,2001,42.2,1.28,40,1,15,2,6,0,35,68,4,32,1.26,DET,72,0,0.0,0.0,0.0
R.Colvin,2001,47.8,1.26,10,3,16,2,8,0,36,53,12,64,0.74,CHI,60,0,0.0,0.0,0.0
K.Bell,2001,39.4,1.25,13,1,14,0,1,0,37,55,9,84,1.11,PIT,69,0,1.0,0.0,1.0
W.Holdman,2001,41.8,1.21,14,3,16,1,9,0,38,60,2,15,1.16,CHI,95,0,0.0,0.0,0.0
K.Newman,2001,33.8,1.21,21,1,16,0,6,0,39,44,4,29,0.8,BUF,62,0,0.0,0.0,0.0
D.Smith,2001,39.5,1.2,28,0,13,1,3,0,40,47,4,14,1.35,SF,76,0,0.0,0.0,0.0
D.Smith,2001,29.0,0.85,17,1,14,0,6,0,67,44,2,13,0.72,NO,42,0,0.0,0.0,0.0
M.Caldwell,2001,42.5,1.17,23,2,15,0,7,0,41,63,3,17,1.06,PHI,73,0,0.0,0.0,0.0
T.Slaughter,2001,26.9,1.15,13,2,9,0,1,0,42,35,1,11,1.02,JAX,41,0,0.0,0.0,0.0
J.Foreman,2001,33.4,1.14,28,1,16,0,0,0,43,53,3,19,0.93,BUF,69,0,0.0,0.0,0.0
K.Wong,2001,40.9,1.12,16,0,14,1,4,0,44,56,3,24,1.21,MIN,81,0,0.0,0.0,0.0
M.Patton,2001,46.1,1.1,15,2,16,2,5,0,45,66,3,25,1.18,KC,99,0,0.0,0.0,0.0
J.Seau,2001,39.5,1.1,11,1,16,1,6,0,46,59,1,6,0.97,SD,84,0,1.0,0.0,0.0
L.Fletcher,2001,58.4,1.07,27,4,15,2,5,0,47,63,4,27,1.35,SL,85,0,0.0,0.0,0.0
B.Short,2001,33.2,1.07,15,0,16,1,4,0,48,41,2,6,0.59,NYG,44,0,0.0,0.0,0.0
M.Vrabel,2001,31.8,1.06,23,0,15,2,9,0,49,42,4,15,0.61,NE,37,0,0.0,0.0,0.0
T.Bruschi,2001,32.9,1.05,19,3,15,2,3,0,50,44,2,4,0.75,NE,54,0,0.0,0.0,0.0
S.Quarles,2001,28.4,1.05,16,1,16,1,2,0,51,28,2,16,0.47,TB,28,0,0.0,0.0,0.0
G.Favors,2001,31.5,1.02,17,0,14,1,4,0,52,36,2,8,0.61,TEN,30,0,0.0,0.0,0.0
D.Rudd,2001,34.5,1.01,27,1,16,1,6,0,53,58,1,5,0.89,CLV,69,0,0.0,0.0,0.0
D.Nguyen,2001,33.8,1.01,22,1,16,0,2,0,54,62,0,0,1.23,DAL,91,0,0.0,0.0,0.0
O.Ruff,2001,31.4,0.99,15,1,16,0,4,0,55,51,1,2,0.76,SD,59,0,0.0,0.0,0.0
K.Bulluck,2001,25.6,0.99,19,0,15,2,5,0,56,36,1,7,0.55,TEN,26,0,0.0,0.0,0.0
A.Wilson,2001,28.9,0.98,14,0,16,0,5,0,57,47,2,17,1.03,DEN,68,0,1.0,0.0,0.0
B.Romanowski,2001,23.6,0.98,14,2,16,0,2,0,58,38,7,44,0.87,DEN,55,0,0.0,0.0,0.0
G.Biekert,2001,30.8,0.96,26,0,15,0,3,0,59,65,4,16,1.14,OAK,77,0,0.0,0.0,0.0
E.Alexander,2001,28.5,0.96,11,2,13,0,1,0,60,33,1,11,0.61,OAK,37,0,0.0,0.0,0.0
L.Kirkland,2001,32.6,0.95,20,2,16,0,3,0,61,61,1,6,0.97,SEA,81,0,0.0,0.0,0.0
G.Cadrez,2001,15.9,0.95,9,1,12,1,1,0,62,16,2,3,0.44,KC,23,0,0.0,0.0,0.0
R.Morris,2001,36.5,0.94,30,0,14,0,0,0,63,68,1,4,1.24,IND,84,0,0.0,0.0,0.0
G.Dixon,2001,27.2,0.91,15,0,16,1,3,0,64,40,2,2,0.64,SD,47,0,0.0,0.0,0.0
M.Peterson,2001,34.8,0.88,19,0,9,2,4,0,65,41,2,9,1.1,IND,46,0,0.0,0.0,0.0
R.Godfrey,2001,34.5,0.86,16,1,13,1,3,0,66,53,1,9,1.0,TEN,55,0,0.0,0.0,0.0
J.Duncan,2001,28.3,0.85,21,1,15,1,3,0,68,49,2,9,0.96,TB,64,0,0.0,0.0,0.0
B.Green,2001,28.3,0.85,24,1,14,0,3,0,69,34,1,10,0.91,DET,51,0,0.0,0.0,0.0
B.Spoon,2001,33.0,0.81,19,0,13,2,2,0,70,41,0,0,0.76,BUF,45,0,0.0,0.0,0.0
J.Ulbrich,2001,26.5,0.8,24,0,14,0,1,0,71,47,1,2,1.03,SF,61,0,0.0,0.0,0.0
B.Cox,2001,24.6,0.77,15,0,10,0,1,0,72,32,0,0,0.75,NE,34,0,0.0,0.0,0.0
E.McDaniel,2001,27.4,0.77,14,1,12,0,2,0,73,38,2,10,0.87,MIN,46,0,0.0,0.0,0.0
K.Hardy,2001,20.9,0.77,10,0,8,0,3,0,74,30,6,38,1.4,JAX,56,0,0.0,0.0,0.0
B.Boyer,2001,25.1,0.76,15,0,16,2,5,0,75,39,0,0,0.6,CLV,50,0,0.0,0.0,0.0
C.Emmons,2001,21.1,0.76,18,0,15,0,1,0,76,44,1,5,0.87,PHI,61,0,0.0,0.0,0.0
L.Hall,2001,28.4,0.74,12,2,15,0,3,0,77,35,1,8,0.65,MIN,44,0,0.0,0.0,0.0
H.Crockett,2001,24.4,0.71,8,0,14,1,2,0,78,31,0,0,0.69,ATL,44,0,0.0,0.0,0.0
W.Rainer,2001,27.5,0.7,28,3,14,0,4,0,79,48,1,15,0.83,CLV,50,0,0.0,0.0,0.0
L.Towns,2001,34.0,0.68,25,1,16,1,4,0,80,57,0,0,0.84,CAR,61,0,0.0,0.0,0.0
R.Thompson,2001,19.3,0.66,21,1,14,0,0,0,81,44,1,5,0.86,ARZ,62,0,0.0,0.0,0.0
D.Hambrick,2001,25.3,0.64,11,0,9,0,1,0,82,37,0,0,0.92,CAR,42,0,0.0,0.0,0.0
A.Pierce,2001,16.7,0.63,8,1,14,1,4,0,83,23,1,0,0.69,WAS,42,0,0.0,0.0,0.0
D.Rodgers,2001,17.8,0.62,26,0,14,0,7,0,84,41,1,8,0.76,MIA,40,0,0.0,0.0,0.0
C.Draft,2001,20.4,0.61,16,0,11,0,1,0,85,35,0,0,1.04,ATL,46,0,0.0,0.0,0.0
K.Mitchell,2001,30.0,0.59,22,2,14,0,2,0,86,40,4,12,1.0,NO,60,0,0.0,0.0,0.0
K.Mitchell,2001,26.1,0.59,11,0,11,0,0,0,87,51,2,8,1.27,WAS,61,0,0.0,0.0,0.0
M.Fields,2001,18.9,0.57,15,0,11,1,4,0,88,34,0,0,0.95,SL,43,0,0.0,0.0,0.0
D.Morgan,2001,23.3,0.56,17,0,11,1,2,0,89,33,1,9,0.85,CAR,43,0,0.0,0.0,0.0
D.Wells,2001,19.1,0.53,12,1,10,0,0,0,90,23,0,0,0.62,CAR,28,0,0.0,0.0,0.0
S.Foley,2001,15.1,0.51,14,2,12,0,0,0,91,29,0,0,0.53,CIN,25,0,0.0,0.0,0.0
N.Webster,2001,10.5,0.47,11,0,14,0,3,0,92,24,0,0,0.44,TB,25,0,0.0,0.0,0.0
T.Polley,2001,16.7,0.46,17,0,14,0,3,0,93,39,0,0,1.01,SL,61,0,0.0,0.0,0.0
N.Diggs,2001,20.2,0.44,16,0,16,0,6,0,94,39,2,5,0.63,GB,51,0,0.0,0.0,0.0
R.Jones,2001,16.0,0.42,8,1,12,0,1,0,95,29,0,0,0.64,WAS,32,0,0.0,0.0,0.0
M.Simoneau,2001,14.3,0.42,6,1,14,0,1,0,96,21,0,0,0.41,ATL,25,0,0.0,0.0,0.0
M.Steele,2001,13.5,0.41,4,1,12,0,1,0,97,24,0,0,0.52,DAL,32,0,0.0,0.0,0.0
J.Peterson,2001,24.5,0.4,14,0,14,0,3,0,98,34,3,23,0.62,SF,37,0,0.0,0.0,0.0
M.Greenwood,2001,13.3,0.4,28,0,13,0,0,0,99,33,2,16,0.72,MIA,30,0,0.0,0.0,0.0
B.Urlacher,2002,81.2,2.7,36,2,16,1,7,0,0,103,5,34,1.41,CHI,116,0,1.0,1.0,0.0
D.Edwards,2002,71.5,2.5,29,0,16,5,11,0,1,73,0,0,1.29,SD,100,0,1.0,0.0,1.0
E.Hartwell,2002,48.0,2.45,39,2,16,0,4,0,2,78,3,18,1.31,BLT,105,0,0.0,0.0,0.0
M.Fields,2002,66.0,2.4,27,5,15,1,7,0,3,68,8,47,1.15,CAR,76,0,0.0,0.0,0.0
L.Arrington,2002,62.5,2.28,25,4,16,0,8,0,4,70,11,58,1.01,WAS,70,0,1.0,0.0,0.0
R.Colvin,2002,58.6,2.05,9,3,16,0,9,0,5,56,11,71,0.59,CHI,55,0,0.0,0.0,0.0
J.Sharper,2002,65.6,2.02,42,1,16,0,9,0,6,88,6,26,1.34,HST,95,0,0.0,0.0,0.0
M.Peterson,2002,58.8,1.89,33,0,16,3,9,0,7,75,0,0,1.36,IND,103,0,0.0,0.0,0.0
E.Barton,2002,54.7,1.85,29,3,16,2,4,0,8,83,6,27,1.29,OAK,95,0,0.0,0.0,0.0
C.Claiborne,2002,58.0,1.84,29,0,16,3,7,0,9,73,5,42,0.92,DET,72,0,0.0,0.0,0.0
K.Bulluck,2002,63.4,1.78,26,3,16,1,7,0,10,81,1,6,1.37,TEN,101,0,0.0,0.0,0.0
M.Maslowski,2002,66.6,1.73,32,3,16,3,12,0,11,74,1,1,1.22,KC,94,0,0.0,0.0,0.0
N.Diggs,2002,55.3,1.66,19,1,16,2,7,0,12,55,3,21,0.83,GB,65,0,0.0,0.0,0.0
J.Posey,2002,40.1,1.64,15,2,16,1,6,0,13,47,9,77,0.59,HST,45,0,0.0,0.0,0.0
K.Brooking,2002,37.4,1.63,29,1,16,2,2,0,14,62,0,0,1.5,ATL,111,0,1.0,0.0,1.0
A.Wilson,2002,54.2,1.59,32,1,16,0,4,0,15,75,5,35,1.49,DEN,100,0,1.0,0.0,0.0
M.Barrow,2002,48.3,1.57,37,2,15,0,3,0,16,77,3,28,1.17,NYG,73,0,0.0,0.0,0.0
P.Boulware,2002,39.2,1.57,16,0,16,1,4,0,17,55,7,51,0.67,BLT,57,0,1.0,0.0,0.0
E.Holmes,2002,49.8,1.56,32,1,16,0,5,0,18,89,0,0,1.27,CLV,96,0,0.0,0.0,0.0
D.Brooks,2002,74.3,1.5,30,1,16,5,11,0,19,83,1,8,1.25,TB,88,0,1.0,1.0,0.0
K.Hardy,2002,36.8,1.49,15,2,16,0,11,0,20,55,2,13,0.8,DAL,60,0,0.0,0.0,0.0
L.Fletcher,2002,41.4,1.46,51,2,16,0,2,0,21,74,3,19,1.46,BUF,98,0,0.0,0.0,0.0
C.Draft,2002,47.0,1.45,15,2,15,2,4,0,22,43,4,29,0.73,ATL,49,0,0.0,0.0,0.0
D.Coakley,2002,37.4,1.42,23,0,16,1,8,0,23,54,1,6,1.11,DAL,81,0,0.0,0.0,0.0
S.Quarles,2002,38.5,1.41,39,0,16,2,5,0,24,69,1,8,1.2,TB,74,0,1.0,0.0,0.0
G.Biekert,2002,56.2,1.38,30,0,15,4,10,0,25,57,0,0,1.11,MIN,67,0,0.0,0.0,0.0
J.Porter,2002,64.2,1.38,28,2,16,4,10,0,26,64,9,56,0.93,PIT,61,0,1.0,1.0,0.0
Z.Thomas,2002,54.8,1.33,56,0,16,1,4,0,27,84,1,6,1.64,MIA,100,0,1.0,1.0,0.0
C.Clemons,2002,49.1,1.31,24,2,15,0,9,0,28,65,1,1,0.86,NO,60,0,0.0,0.0,0.0
M.Jones,2002,39.9,1.31,32,1,16,1,4,0,29,55,0,0,1.04,NYJ,77,0,0.0,0.0,0.0
N.Wayne,2002,49.2,1.28,42,3,16,3,9,0,30,76,3,16,1.1,GB,69,0,0.0,0.0,0.0
P.Sirmon,2002,44.9,1.27,21,0,16,3,4,0,31,54,2,5,1.01,TEN,72,0,0.0,0.0,0.0
J.Peterson,2002,39.9,1.27,18,2,16,1,7,0,32,57,2,6,0.98,SF,78,0,1.0,0.0,1.0
T.Spikes,2002,52.1,1.27,32,1,15,0,1,0,33,59,2,12,1.28,CIN,81,0,0.0,0.0,0.0
J.Foreman,2002,40.3,1.26,36,1,16,0,8,0,34,80,0,0,1.34,HST,101,0,0.0,0.0,0.0
D.Smith,2002,41.1,1.18,29,1,16,0,6,0,35,69,1,9,1.14,SF,83,0,0.0,0.0,0.0
K.Wong,2002,25.5,1.18,10,1,15,0,8,0,36,31,6,23,0.46,HST,34,0,0.0,0.0,0.0
B.Short,2002,41.1,1.16,25,0,16,1,3,0,37,54,3,23,0.87,NYG,62,0,0.0,0.0,0.0
J.Armstead,2002,38.8,1.14,21,1,16,0,2,0,38,61,3,24,1.06,WAS,79,0,0.0,0.0,0.0
S.Rogers,2002,29.4,1.07,10,3,13,0,2,0,39,32,6,31,0.53,ATL,30,0,0.0,0.0,0.0
S.Cowart,2002,27.9,1.06,36,0,16,0,8,0,40,50,2,7,1.21,NYJ,91,0,0.0,0.0,0.0
R.Thompson,2002,40.9,1.05,31,1,15,0,3,0,41,58,3,29,1.02,ARZ,73,0,0.0,0.0,0.0
B.Simmons,2002,44.1,1.03,21,0,16,1,7,0,42,66,3,12,0.91,CIN,65,0,0.0,0.0,0.0
M.Stewart,2002,29.8,1.03,5,0,15,0,0,0,43,43,3,16,0.6,ATL,48,0,0.0,0.0,0.0
J.Seau,2002,41.6,1.03,24,1,13,1,7,0,44,52,2,9,1.04,SD,60,0,1.0,0.0,0.0
M.Patton,2002,35.2,1.02,21,0,16,2,4,0,45,42,2,14,0.89,KC,71,0,0.0,0.0,0.0
S.Hodge,2002,30.8,1.01,17,2,16,0,4,0,46,51,0,0,0.72,NO,58,0,0.0,0.0,0.0
J.Mobley,2002,36.4,1.0,27,1,16,0,3,0,47,59,1,9,1.09,DEN,70,0,0.0,0.0,0.0
Da.Smith,2002,35.8,0.99,33,0,15,2,8,0,48,59,4,27,0.99,NO,63,0,0.0,0.0,0.0
T.Bruschi,2002,43.0,0.99,20,1,11,2,7,0,49,50,5,18,0.84,NE,45,0,0.0,0.0,0.0
B.Leber,2002,36.6,0.98,9,3,15,0,1,0,50,21,5,46,0.52,SD,40,0,0.0,0.0,0.0
D.Clark,2002,33.7,0.97,22,0,16,1,2,0,51,45,2,16,0.94,JAX,69,0,0.0,0.0,0.0
M.Vrabel,2002,35.1,0.96,24,0,16,1,5,0,52,50,5,30,0.67,NE,51,0,0.0,0.0,0.0
B.Harris,2002,29.5,0.93,12,0,11,2,3,0,53,46,2,23,0.82,BLT,50,0,0.0,0.0,0.0
T.Slaughter,2002,25.8,0.91,20,0,11,0,2,0,54,37,0,0,0.88,JAX,39,0,0.0,0.0,0.0
K.Newman,2002,26.7,0.89,13,2,16,0,4,0,55,31,3,20,0.33,BUF,21,0,0.0,0.0,0.0
I.Gold,2002,40.6,0.89,14,1,16,0,4,0,56,43,7,34,1.11,DEN,85,0,0.0,0.0,0.0
J.Gildon,2002,33.4,0.87,22,3,16,0,4,0,57,45,10,49,0.7,PIT,45,0,1.0,0.0,0.0
H.Nickerson,2002,30.7,0.86,37,0,16,0,3,0,58,57,2,9,0.85,GB,49,0,0.0,0.0,0.0
L.Kirkland,2002,28.7,0.84,21,2,16,0,6,0,59,43,0,0,0.79,PHI,55,0,0.0,0.0,0.0
E.Robinson,2002,29.1,0.83,33,0,16,1,8,0,60,44,0,0,0.81,BUF,49,0,0.0,0.0,0.0
J.Trotter,2002,25.9,0.82,33,0,12,1,4,0,61,50,0,0,1.28,WAS,58,0,0.0,0.0,0.0
R.Fredrickson,2002,19.7,0.81,12,0,10,0,2,0,62,35,1,7,0.69,ARZ,35,0,0.0,0.0,0.0
R.Morris,2002,33.5,0.79,24,1,16,0,2,0,63,64,3,23,1.0,IND,76,0,0.0,0.0,0.0
D.Rodgers,2002,29.6,0.79,29,0,16,2,3,0,64,44,0,0,0.78,MIA,45,0,0.0,0.0,0.0
R.Phifer,2002,44.3,0.78,40,2,14,0,2,0,65,66,1,1,1.11,NE,69,0,0.0,0.0,0.0
W.Rainer,2002,26.0,0.77,20,0,16,0,6,0,66,46,1,7,0.89,JAX,66,0,0.0,0.0,0.0
D.Hambrick,2002,23.9,0.77,16,0,16,1,3,0,67,39,0,0,0.56,CLV,41,0,0.0,0.0,0.0
A.Simmons,2002,26.6,0.77,11,1,7,2,2,0,68,32,1,7,0.95,SEA,35,0,0.0,0.0,0.0
D.Curry,2002,28.1,0.76,16,4,15,0,0,0,69,28,3,26,0.53,DET,39,0,0.0,0.0,0.0
B.Romanowski,2002,29.8,0.73,26,0,16,1,5,0,70,45,5,25,0.95,OAK,65,0,0.0,0.0,0.0
D.Rudd,2002,22.7,0.73,12,0,15,0,1,0,71,38,1,7,0.65,CLV,50,0,0.0,0.0,0.0
W.Witherspoon,2002,29.5,0.73,14,1,12,0,5,0,72,43,2,17,0.88,CAR,49,0,0.0,0.0,0.0
Dhani Jones,2002,22.2,0.73,19,0,10,1,4,0,73,36,0,0,0.9,NYG,37,0,0.0,0.0,0.0
D.Morgan,2002,18.6,0.72,13,1,7,2,4,0,74,21,1,9,1.0,CAR,29,0,0.0,0.0,0.0
J.Ulbrich,2002,24.0,0.68,22,1,14,0,0,0,75,47,2,11,0.79,SF,46,0,0.0,0.0,0.0
R.Lewis,2002,26.5,0.67,15,1,5,2,3,0,76,42,0,0,1.69,BLT,43,0,0.0,0.0,0.0
H.Crockett,2002,22.8,0.67,14,1,14,0,1,0,77,38,1,9,0.75,MIN,47,0,0.0,0.0,0.0
R.McKinnon,2002,22.9,0.66,41,0,16,0,3,0,78,51,0,0,0.99,ARZ,67,0,0.0,0.0,0.0
A.Ayodele,2002,24.8,0.65,7,2,15,1,3,0,79,30,3,14,0.62,JAX,49,0,0.0,0.0,0.0
M.Lewis,2002,33.5,0.65,14,3,16,1,4,0,80,44,1,4,0.78,NYJ,68,0,0.0,0.0,0.0
J.Gooch,2002,14.3,0.64,9,0,16,1,3,0,81,19,0,0,0.3,DET,24,0,0.0,0.0,0.0
M.Greenwood,2002,11.4,0.64,18,0,16,0,1,0,82,30,1,1,0.54,MIA,33,0,0.0,0.0,0.0
B.Green,2002,27.6,0.64,23,3,14,0,5,0,83,37,1,1,0.76,DET,50,0,0.0,0.0,0.0
N.Harris,2002,21.7,0.62,22,0,15,0,2,0,84,45,1,0,0.9,OAK,59,0,0.0,0.0,0.0
J.Darling,2002,24.0,0.62,9,0,13,2,3,0,85,18,1,10,0.43,NYJ,28,0,0.0,0.0,0.0
I.Kacyvenski,2002,27.0,0.61,20,1,9,1,1,0,86,33,0,0,1.16,SEA,52,0,0.0,0.0,0.0
M.Washington,2002,22.5,0.61,19,1,15,1,3,0,87,31,2,13,0.71,IND,47,0,0.0,0.0,0.0
C.Brown,2002,19.9,0.61,22,1,15,0,0,0,88,40,1,10,0.62,BLT,42,0,0.0,0.0,0.0
M.Caldwell,2002,21.9,0.61,15,0,14,0,0,0,89,27,3,31,0.61,CHI,43,0,0.0,0.0,0.0
D.Nguyen,2002,18.1,0.6,10,0,8,0,1,0,90,24,1,2,1.11,DAL,42,0,0.0,0.0,0.0
K.Bell,2002,28.4,0.6,13,0,12,0,2,0,91,37,4,25,0.69,PIT,37,0,0.0,0.0,0.0
B.Boyer,2002,20.3,0.57,7,0,15,1,3,0,92,23,3,20,0.43,CLV,34,0,0.0,0.0,0.0
T.Polley,2002,23.5,0.55,15,2,12,0,2,0,93,31,0,0,0.8,SL,42,0,0.0,0.0,0.0
N.Rogers,2002,22.1,0.52,9,3,16,0,0,0,94,26,2,18,0.45,MIN,33,0,0.0,0.0,0.0
J.Farrior,2002,28.4,0.51,22,0,14,0,1,0,95,49,0,0,0.92,PIT,55,0,0.0,0.0,0.0
A.Singleton,2002,23.7,0.5,18,1,16,1,4,0,96,31,1,4,0.62,TB,40,0,0.0,0.0,0.0
S.Barber,2002,19.0,0.5,6,0,5,1,2,0,97,19,0,0,1.0,PHI,24,0,0.0,0.0,0.0
B.Howard,2002,18.1,0.49,11,0,15,1,2,0,98,30,1,1,0.48,CHI,38,0,0.0,0.0,0.0
M.Bell,2002,25.9,0.49,8,1,13,0,5,0,99,30,1,8,0.62,SEA,48,0,0.0,0.0,0.0
R.Lewis,2003,87.3,2.43,42,2,16,6,14,0,0,102,2,11,1.62,BLT,121,0,1.0,1.0,0.0
B.Simmons,2003,52.6,2.07,31,2,16,2,6,0,1,52,2,9,1.05,CIN,72,0,0.0,0.0,0.0
J.Sharper,2003,50.1,2.02,59,3,16,0,3,0,2,91,4,19,1.48,HST,107,0,0.0,0.0,0.0
D.Thornton,2003,40.4,1.94,32,0,16,2,5,0,3,74,1,2,1.37,IND,108,0,0.0,0.0,0.0
J.Trotter,2003,46.2,1.93,23,1,16,1,11,0,4,72,2,5,1.21,WAS,91,0,0.0,0.0,0.0
L.Arrington,2003,63.8,1.89,13,6,16,0,11,0,5,71,6,32,0.95,WAS,77,0,1.0,0.0,1.0
M.Peterson,2003,47.3,1.87,29,2,16,3,9,0,6,63,1,6,1.05,JAX,73,0,0.0,0.0,0.0
J.Foreman,2003,52.8,1.87,35,1,16,0,5,0,7,84,2,3,1.21,HST,101,0,0.0,0.0,0.0
C.Brown,2003,40.5,1.82,10,1,13,1,3,0,8,54,7,40,0.94,SEA,70,0,0.0,0.0,0.0
Z.Thomas,2003,66.1,1.81,68,1,15,3,10,0,9,92,1,5,1.54,MIA,85,0,1.0,1.0,0.0
M.Barrow,2003,61.1,1.72,39,3,16,0,4,0,10,94,3,19,1.35,NYG,111,0,0.0,0.0,0.0
S.Cowart,2003,43.9,1.72,44,1,15,0,4,0,11,74,2,13,1.24,NYJ,96,0,0.0,0.0,0.0
T.Bruschi,2003,65.6,1.72,49,3,16,3,14,0,12,82,2,16,1.17,NE,79,0,0.0,0.0,0.0
J.Armstead,2003,50.2,1.69,17,2,16,0,2,0,13,65,7,37,0.98,WAS,76,0,0.0,0.0,0.0
N.Wayne,2003,46.9,1.67,21,3,16,1,5,0,14,57,3,31,0.93,PHI,69,0,0.0,0.0,0.0
T.Polley,2003,50.1,1.61,12,1,14,4,12,0,15,51,0,0,0.88,SL,58,0,0.0,0.0,0.0
P.Tinoisamoa,2003,59.7,1.59,13,5,16,3,7,0,16,48,2,17,0.87,SL,66,0,0.0,0.0,0.0
D.Nguyen,2003,60.5,1.56,31,2,16,0,11,0,17,93,2,17,1.44,DAL,90,0,0.0,0.0,0.0
A.Simmons,2003,47.5,1.55,20,1,13,3,8,0,18,56,3,21,1.17,SEA,80,0,0.0,0.0,0.0
M.Vrabel,2003,40.4,1.54,15,4,12,2,4,0,19,42,10,56,0.64,NE,37,0,0.0,0.0,0.0
E.Barton,2003,46.9,1.51,34,1,16,0,6,0,20,88,1,0,1.25,OAK,99,0,0.0,0.0,0.0
K.Bell,2003,64.5,1.49,19,1,16,1,3,0,21,70,5,36,1.02,PIT,81,0,0.0,0.0,0.0
A.Ayodele,2003,40.3,1.49,28,0,16,2,4,0,22,54,1,3,1.17,JAX,85,0,0.0,0.0,0.0
K.Bulluck,2003,68.9,1.48,31,5,16,2,6,0,23,89,3,21,1.41,TEN,106,0,1.0,1.0,0.0
T.Spikes,2003,60.2,1.45,56,1,16,2,8,0,24,96,2,14,1.16,BUF,70,0,1.0,0.0,0.0
L.Fletcher,2003,46.3,1.41,36,0,16,0,5,0,25,80,3,15,1.22,BUF,97,0,0.0,0.0,0.0
R.Thomas,2003,40.4,1.33,9,0,11,0,4,0,26,45,2,20,1.12,SL,61,0,0.0,0.0,0.0
D.Brooks,2003,48.8,1.29,30,2,16,2,9,0,27,76,1,0,1.03,TB,73,0,1.0,0.0,1.0
W.McGinest,2003,43.1,1.29,21,2,14,1,4,0,28,43,7,35,0.7,NE,46,0,0.0,0.0,0.0
D.Jones,2003,42.2,1.29,26,1,16,0,4,0,29,68,3,21,1.07,NYG,92,0,0.0,0.0,0.0
E.Hartwell,2003,38.4,1.29,27,1,16,1,5,0,30,61,4,23,0.94,BLT,67,0,0.0,0.0,0.0
W.Witherspoon,2003,35.6,1.28,24,0,16,1,5,0,31,59,1,9,1.01,CAR,73,0,0.0,0.0,0.0
R.McKinnon,2003,41.8,1.27,25,2,16,0,1,0,32,62,2,13,1.09,ARZ,80,0,0.0,0.0,0.0
D.Edwards,2003,54.8,1.24,38,1,16,2,9,0,33,87,1,6,1.55,SD,124,0,0.0,0.0,0.0
S.Barber,2003,44.7,1.23,20,2,16,1,6,0,34,64,5,31,1.16,KC,93,0,0.0,0.0,0.0
J.Peterson,2003,57.4,1.16,26,3,16,2,12,0,35,60,8,64,1.02,SF,69,0,1.0,1.0,0.0
J.Farrior,2003,51.7,1.13,43,0,16,1,4,0,36,90,0,0,1.4,PIT,94,0,0.0,0.0,0.0
K.Wong,2003,32.1,1.13,13,1,16,0,11,0,37,47,3,14,0.55,HST,49,0,0.0,0.0,0.0
V.Hobson,2003,22.7,1.13,16,1,14,1,1,0,38,26,2,19,0.46,NYJ,32,0,0.0,0.0,0.0
J.Porter,2003,36.0,1.1,14,1,13,0,4,0,39,50,5,43,0.77,PIT,47,0,0.0,0.0,0.0
B.Green,2003,33.6,1.1,29,0,16,0,2,0,40,45,4,18,0.97,DET,65,0,0.0,0.0,0.0
L.Briggs,2003,32.3,1.09,13,0,16,1,4,0,41,44,0,0,0.75,CHI,62,0,0.0,0.0,0.0
N.Barnett,2003,33.2,1.07,25,0,15,3,6,0,42,59,2,8,1.2,GB,84,0,0.0,0.0,0.0
M.Washington,2003,41.2,1.06,25,3,16,0,4,0,43,55,6,41,0.78,IND,55,0,0.0,0.0,0.0
B.Urlacher,2003,35.5,1.06,29,0,16,0,4,0,44,65,3,15,1.16,CHI,86,0,1.0,0.0,0.0
P.Boulware,2003,35.8,1.06,16,3,15,0,2,0,45,43,9,69,0.62,BLT,42,0,1.0,0.0,0.0
M.Simoneau,2003,35.3,1.04,22,3,16,0,5,0,46,58,2,14,1.05,PHI,79,0,0.0,0.0,0.0
K.Hardy,2003,34.1,1.03,33,1,16,0,4,0,47,55,2,11,0.94,CIN,59,0,0.0,0.0,0.0
D.Morgan,2003,32.6,1.01,20,0,11,0,1,0,48,42,0,0,1.0,CAR,46,0,0.0,0.0,0.0
J.Posey,2003,29.6,1.0,27,4,16,0,0,0,49,37,6,20,0.59,BUF,37,0,0.0,0.0,0.0
