player,team,position,year,salary
Morris Peterson,TOR,2,1999,0
Morris Peterson,TOR,2,1998,0
Muggsy Bogues,TOR,1,2018,0
Muggsy Bogues,TOR,1,2017,0
Muggsy Bogues,TOR,1,2016,0
Muggsy Bogues,TOR,1,2015,0
Muggsy Bogues,TOR,1,2014,0
Muggsy Bogues,TOR,1,2013,0
Muggsy Bogues,TOR,1,2012,0
Muggsy Bogues,TOR,1,2011,0
Muggsy Bogues,TOR,1,2010,0
Muggsy Bogues,TOR,1,2009,0
Muggsy Bogues,TOR,1,2008,0
Muggsy Bogues,TOR,1,2007,0
Muggsy Bogues,TOR,1,2006,0
Muggsy Bogues,TOR,1,2005,0
Muggsy Bogues,TOR,1,2004,0
Muggsy Bogues,TOR,1,2003,0
Muggsy Bogues,TOR,1,2002,0
Muggsy Bogues,TOR,1,2001,1740000
Muggsy Bogues,TOR,1,2000,510000
Muggsy Bogues,TOR,1,1999,0
Muggsy Bogues,TOR,1,1998,0
Nate Huffman,TOR,5,2018,0
Nate Huffman,TOR,5,2017,0
Nate Huffman,TOR,5,2016,0
Nate Huffman,TOR,5,2015,0
Nate Huffman,TOR,5,2014,0
Nate Huffman,TOR,5,2013,0
Nate Huffman,TOR,5,2012,0
Nate Huffman,TOR,5,2011,0
Nate Huffman,TOR,5,2010,0
Nate Huffman,TOR,5,2009,0
Nate Huffman,TOR,5,2008,0
Nate Huffman,TOR,5,2007,0
Nate Huffman,TOR,5,2006,0
Nate Huffman,TOR,5,2005,1280000
Nate Huffman,TOR,5,2004,1760000
Nate Huffman,TOR,5,2003,349458
Nate Huffman,TOR,5,2002,0
Nate Huffman,TOR,5,2001,0
Nate Huffman,TOR,5,2000,0
Nate Huffman,TOR,5,1999,0
Nate Huffman,TOR,5,1998,0
Nathan Jawai,TOR,5,2018,0
Nathan Jawai,TOR,5,2017,0
Nathan Jawai,TOR,5,2016,0
Nathan Jawai,TOR,5,2015,0
Nathan Jawai,TOR,5,2014,0
Nathan Jawai,TOR,5,2013,0
Nathan Jawai,TOR,5,2012,0
Nathan Jawai,TOR,5,2011,0
Nathan Jawai,TOR,5,2010,0
Nathan Jawai,TOR,5,2009,442114
Nathan Jawai,TOR,5,2008,0
Nathan Jawai,TOR,5,2007,0
Nathan Jawai,TOR,5,2006,0
Nathan Jawai,TOR,5,2005,0
Nathan Jawai,TOR,5,2004,0
Nathan Jawai,TOR,5,2003,0
Nathan Jawai,TOR,5,2002,0
Nathan Jawai,TOR,5,2001,0
Nathan Jawai,TOR,5,2000,0
Nathan Jawai,TOR,5,1999,0
Nathan Jawai,TOR,5,1998,0
Negele Knight,TOR,1,2018,0
Negele Knight,TOR,1,2017,0
Negele Knight,TOR,1,2016,0
Negele Knight,TOR,1,2015,0
Negele Knight,TOR,1,2014,0
Negele Knight,TOR,1,2013,0
Negele Knight,TOR,1,2012,0
Negele Knight,TOR,1,2011,0
Negele Knight,TOR,1,2010,0
Negele Knight,TOR,1,2009,0
Negele Knight,TOR,1,2008,0
Negele Knight,TOR,1,2007,0
Negele Knight,TOR,1,2006,0
Negele Knight,TOR,1,2005,0
Negele Knight,TOR,1,2004,0
Negele Knight,TOR,1,2003,0
Negele Knight,TOR,1,2002,0
Negele Knight,TOR,1,2001,0
Negele Knight,TOR,1,2000,0
Negele Knight,TOR,1,1999,537500
Negele Knight,TOR,1,1998,0
P.J. Tucker,TOR,3,2018,0
P.J. Tucker,TOR,3,2017,0
P.J. Tucker,TOR,3,2016,0
P.J. Tucker,TOR,3,2015,0
P.J. Tucker,TOR,3,2014,0
P.J. Tucker,TOR,3,2013,0
P.J. Tucker,TOR,3,2012,0
P.J. Tucker,TOR,3,2011,0
P.J. Tucker,TOR,3,2010,0
P.J. Tucker,TOR,3,2009,0
P.J. Tucker,TOR,3,2008,0
P.J. Tucker,TOR,3,2007,412718
P.J. Tucker,TOR,3,2006,0
P.J. Tucker,TOR,3,2005,0
P.J. Tucker,TOR,3,2004,0
P.J. Tucker,TOR,3,2003,0
P.J. Tucker,TOR,3,2002,0
P.J. Tucker,TOR,3,2001,0
P.J. Tucker,TOR,3,2000,0
P.J. Tucker,TOR,3,1999,0
P.J. Tucker,TOR,3,1998,0
Pape Sow,TOR,5,2018,0
Pape Sow,TOR,5,2017,0
Pape Sow,TOR,5,2016,0
Pape Sow,TOR,5,2015,0
Pape Sow,TOR,5,2014,0
Pape Sow,TOR,5,2013,0
Pape Sow,TOR,5,2012,0
Pape Sow,TOR,5,2011,0
Pape Sow,TOR,5,2010,0
Pape Sow,TOR,5,2009,0
Pape Sow,TOR,5,2008,0
Pape Sow,TOR,5,2007,744551
Pape Sow,TOR,5,2006,641748
Pape Sow,TOR,5,2005,385277
Pape Sow,TOR,5,2004,0
Pape Sow,TOR,5,2003,0
Pape Sow,TOR,5,2002,0
Pape Sow,TOR,5,2001,0
Pape Sow,TOR,5,2000,0
Pape Sow,TOR,5,1999,0
Pape Sow,TOR,5,1998,0
Patrick O'Bryant,TOR,5,2018,0
Patrick O'Bryant,TOR,5,2017,0
Patrick O'Bryant,TOR,5,2016,0
Patrick O'Bryant,TOR,5,2015,0
Patrick O'Bryant,TOR,5,2014,0
Patrick O'Bryant,TOR,5,2013,0
Patrick O'Bryant,TOR,5,2012,0
Patrick O'Bryant,TOR,5,2011,0
Patrick O'Bryant,TOR,5,2010,1620000
Patrick O'Bryant,TOR,5,2009,1500000
Patrick O'Bryant,TOR,5,2008,0
Patrick O'Bryant,TOR,5,2007,0
Patrick O'Bryant,TOR,5,2006,0
Patrick O'Bryant,TOR,5,2005,0
Patrick O'Bryant,TOR,5,2004,0
Patrick O'Bryant,TOR,5,2003,0
Patrick O'Bryant,TOR,5,2002,0
Patrick O'Bryant,TOR,5,2001,0
Patrick O'Bryant,TOR,5,2000,0
Patrick O'Bryant,TOR,5,1999,0
Patrick O'Bryant,TOR,5,1998,0
Peja Stojakovic,TOR,3,2018,0
Peja Stojakovic,TOR,3,2017,0
Peja Stojakovic,TOR,3,2016,0
Peja Stojakovic,TOR,3,2015,0
Peja Stojakovic,TOR,3,2014,0
Peja Stojakovic,TOR,3,2013,0
Peja Stojakovic,TOR,3,2012,0
Peja Stojakovic,TOR,3,2011,14896000
Peja Stojakovic,TOR,3,2010,0
Peja Stojakovic,TOR,3,2009,0
Peja Stojakovic,TOR,3,2008,0
Peja Stojakovic,TOR,3,2007,0
Peja Stojakovic,TOR,3,2006,0
Peja Stojakovic,TOR,3,2005,0
Peja Stojakovic,TOR,3,2004,0
Peja Stojakovic,TOR,3,2003,0
Peja Stojakovic,TOR,3,2002,0
Peja Stojakovic,TOR,3,2001,0
Peja Stojakovic,TOR,3,2000,0
Peja Stojakovic,TOR,3,1999,0
Peja Stojakovic,TOR,3,1998,0
Popeye Jones,TOR,4,2018,0
Popeye Jones,TOR,4,2017,0
Popeye Jones,TOR,4,2016,0
Popeye Jones,TOR,4,2015,0
Popeye Jones,TOR,4,2014,0
Popeye Jones,TOR,4,2013,0
Popeye Jones,TOR,4,2012,0
Popeye Jones,TOR,4,2011,0
Popeye Jones,TOR,4,2010,0
Popeye Jones,TOR,4,2009,0
Popeye Jones,TOR,4,2008,0
Popeye Jones,TOR,4,2007,0
Popeye Jones,TOR,4,2006,0
Popeye Jones,TOR,4,2005,0
Popeye Jones,TOR,4,2004,0
Popeye Jones,TOR,4,2003,0
Popeye Jones,TOR,4,2002,0
Popeye Jones,TOR,4,2001,0
Popeye Jones,TOR,4,2000,0
Popeye Jones,TOR,4,1999,0
Popeye Jones,TOR,4,1998,1886538
Primoz Brezec,TOR,5,2018,0
Primoz Brezec,TOR,5,2017,0
Primoz Brezec,TOR,5,2016,0
Primoz Brezec,TOR,5,2015,0
Primoz Brezec,TOR,5,2014,0
Primoz Brezec,TOR,5,2013,0
Primoz Brezec,TOR,5,2012,0
Primoz Brezec,TOR,5,2011,0
Primoz Brezec,TOR,5,2010,0
Primoz Brezec,TOR,5,2009,0
Primoz Brezec,TOR,5,2008,2750000
Primoz Brezec,TOR,5,2007,0
Primoz Brezec,TOR,5,2006,0
Primoz Brezec,TOR,5,2005,0
Primoz Brezec,TOR,5,2004,0
Primoz Brezec,TOR,5,2003,0
Primoz Brezec,TOR,5,2002,0
Primoz Brezec,TOR,5,2001,0
Primoz Brezec,TOR,5,2000,0
Primoz Brezec,TOR,5,1999,0
Primoz Brezec,TOR,5,1998,0
Quentin Richardson,TOR,3,2018,0
Quentin Richardson,TOR,3,2017,0
Quentin Richardson,TOR,3,2016,1499187
Quentin Richardson,TOR,3,2015,1448490
Quentin Richardson,TOR,3,2014,1399507
Quentin Richardson,TOR,3,2013,0
Quentin Richardson,TOR,3,2012,0
Quentin Richardson,TOR,3,2011,0
Quentin Richardson,TOR,3,2010,0
Quentin Richardson,TOR,3,2009,0
Quentin Richardson,TOR,3,2008,0
Quentin Richardson,TOR,3,2007,0
Quentin Richardson,TOR,3,2006,0
Quentin Richardson,TOR,3,2005,0
Quentin Richardson,TOR,3,2004,0
Quentin Richardson,TOR,3,2003,0
Quentin Richardson,TOR,3,2002,0
Quentin Richardson,TOR,3,2001,0
Quentin Richardson,TOR,3,2000,0
Quentin Richardson,TOR,3,1999,0
Quentin Richardson,TOR,3,1998,0
Quincy Acy,TOR,4,2018,0
Quincy Acy,TOR,4,2017,0
Quincy Acy,TOR,4,2016,0
Quincy Acy,TOR,4,2015,915243
Quincy Acy,TOR,4,2014,788872
Quincy Acy,TOR,4,2013,665000
Quincy Acy,TOR,4,2012,0
Quincy Acy,TOR,4,2011,0
Quincy Acy,TOR,4,2010,0
Quincy Acy,TOR,4,2009,0
Quincy Acy,TOR,4,2008,0
Quincy Acy,TOR,4,2007,0
Quincy Acy,TOR,4,2006,0
Quincy Acy,TOR,4,2005,0
Quincy Acy,TOR,4,2004,0
Quincy Acy,TOR,4,2003,0
Quincy Acy,TOR,4,2002,0
Quincy Acy,TOR,4,2001,0
Quincy Acy,TOR,4,2000,0
Quincy Acy,TOR,4,1999,0
Quincy Acy,TOR,4,1998,0
Rafael Araujo,TOR,5,2018,0
Rafael Araujo,TOR,5,2017,0
Rafael Araujo,TOR,5,2016,0
Rafael Araujo,TOR,5,2015,0
Rafael Araujo,TOR,5,2014,0
Rafael Araujo,TOR,5,2013,0
Rafael Araujo,TOR,5,2012,0
Rafael Araujo,TOR,5,2011,0
Rafael Araujo,TOR,5,2010,0
Rafael Araujo,TOR,5,2009,0
Rafael Araujo,TOR,5,2008,0
Rafael Araujo,TOR,5,2007,0
Rafael Araujo,TOR,5,2006,2238960
Rafael Araujo,TOR,5,2005,2082720
Rafael Araujo,TOR,5,2004,0
Rafael Araujo,TOR,5,2003,0
Rafael Araujo,TOR,5,2002,0
Rafael Araujo,TOR,5,2001,0
Rafael Araujo,TOR,5,2000,0
Rafael Araujo,TOR,5,1999,0
Rafael Araujo,TOR,5,1998,0
Rafer Alston,TOR,1,2018,0
Rafer Alston,TOR,1,2017,0
Rafer Alston,TOR,1,2016,0
Rafer Alston,TOR,1,2015,0
Rafer Alston,TOR,1,2014,0
Rafer Alston,TOR,1,2013,0
Rafer Alston,TOR,1,2012,0
Rafer Alston,TOR,1,2011,0
Rafer Alston,TOR,1,2010,0
Rafer Alston,TOR,1,2009,0
Rafer Alston,TOR,1,2008,0
Rafer Alston,TOR,1,2007,0
Rafer Alston,TOR,1,2006,0
Rafer Alston,TOR,1,2005,3500000
Rafer Alston,TOR,1,2004,0
Rafer Alston,TOR,1,2003,37344
Rafer Alston,TOR,1,2002,0
Rafer Alston,TOR,1,2001,0
Rafer Alston,TOR,1,2000,0
Rafer Alston,TOR,1,1999,0
Rafer Alston,TOR,1,1998,0
Rasho Nesterovic,TOR,5,2018,0
Rasho Nesterovic,TOR,5,2017,0
Rasho Nesterovic,TOR,5,2016,0
Rasho Nesterovic,TOR,5,2015,0
Rasho Nesterovic,TOR,5,2014,0
Rasho Nesterovic,TOR,5,2013,0
Rasho Nesterovic,TOR,5,2012,0
Rasho Nesterovic,TOR,5,2011,0
Rasho Nesterovic,TOR,5,2010,1990000
Rasho Nesterovic,TOR,5,2009,0
Rasho Nesterovic,TOR,5,2008,7840000
Rasho Nesterovic,TOR,5,2007,7280000
Rasho Nesterovic,TOR,5,2006,0
Rasho Nesterovic,TOR,5,2005,0
Rasho Nesterovic,TOR,5,2004,0
Rasho Nesterovic,TOR,5,2003,0
Rasho Nesterovic,TOR,5,2002,0
Rasho Nesterovic,TOR,5,2001,0
Rasho Nesterovic,TOR,5,2000,0
Rasho Nesterovic,TOR,5,1999,0
Rasho Nesterovic,TOR,5,1998,0
Rasual Butler,TOR,3,2018,0
Rasual Butler,TOR,3,2017,0
Rasual Butler,TOR,3,2016,0
Rasual Butler,TOR,3,2015,0
Rasual Butler,TOR,3,2014,0
Rasual Butler,TOR,3,2013,0
Rasual Butler,TOR,3,2012,1229255
Rasual Butler,TOR,3,2011,0
Rasual Butler,TOR,3,2010,0
Rasual Butler,TOR,3,2009,0
Rasual Butler,TOR,3,2008,0
Rasual Butler,TOR,3,2007,0
Rasual Butler,TOR,3,2006,0
Rasual Butler,TOR,3,2005,0
Rasual Butler,TOR,3,2004,0
Rasual Butler,TOR,3,2003,0
Rasual Butler,TOR,3,2002,0
Rasual Butler,TOR,3,2001,0
Rasual Butler,TOR,3,2000,0
Rasual Butler,TOR,3,1999,0
Rasual Butler,TOR,3,1998,0
Reggie Evans,TOR,4,2018,0
Reggie Evans,TOR,4,2017,0
Reggie Evans,TOR,4,2016,0
Reggie Evans,TOR,4,2015,0
Reggie Evans,TOR,4,2014,0
Reggie Evans,TOR,4,2013,0
Reggie Evans,TOR,4,2012,0
Reggie Evans,TOR,4,2011,5080000
Reggie Evans,TOR,4,2010,4960000
Reggie Evans,TOR,4,2009,0
Reggie Evans,TOR,4,2008,0
Reggie Evans,TOR,4,2007,0
Reggie Evans,TOR,4,2006,0
Reggie Evans,TOR,4,2005,0
Reggie Evans,TOR,4,2004,0
Reggie Evans,TOR,4,2003,0
Reggie Evans,TOR,4,2002,0
Reggie Evans,TOR,4,2001,0
Reggie Evans,TOR,4,2000,0
Reggie Evans,TOR,4,1999,0
Reggie Evans,TOR,4,1998,0
Reggie Slater,TOR,4,2018,0
Reggie Slater,TOR,4,2017,0
Reggie Slater,TOR,4,2016,0
Reggie Slater,TOR,4,2015,0
Reggie Slater,TOR,4,2014,0
Reggie Slater,TOR,4,2013,0
Reggie Slater,TOR,4,2012,0
Reggie Slater,TOR,4,2011,0
Reggie Slater,TOR,4,2010,0
Reggie Slater,TOR,4,2009,0
Reggie Slater,TOR,4,2008,0
Reggie Slater,TOR,4,2007,0
Reggie Slater,TOR,4,2006,0
Reggie Slater,TOR,4,2005,0
Reggie Slater,TOR,4,2004,0
Reggie Slater,TOR,4,2003,0
Reggie Slater,TOR,4,2002,0
Reggie Slater,TOR,4,2001,0
Reggie Slater,TOR,4,2000,0
Reggie Slater,TOR,4,1999,400000
Reggie Slater,TOR,4,1998,350000
Roger Mason,TOR,2,2018,0
Roger Mason,TOR,2,2017,0
Roger Mason,TOR,2,2016,0
Roger Mason,TOR,2,2015,0
Roger Mason,TOR,2,2014,0
Roger Mason,TOR,2,2013,0
Roger Mason,TOR,2,2012,0
Roger Mason,TOR,2,2011,0
Roger Mason,TOR,2,2010,0
Roger Mason,TOR,2,2009,0
Roger Mason,TOR,2,2008,0
Roger Mason,TOR,2,2007,0
Roger Mason,TOR,2,2006,0
Roger Mason,TOR,2,2005,203428
Roger Mason,TOR,2,2004,563679
Roger Mason,TOR,2,2003,0
Roger Mason,TOR,2,2002,0
Roger Mason,TOR,2,2001,0
Roger Mason,TOR,2,2000,0
Roger Mason,TOR,2,1999,0
Roger Mason,TOR,2,1998,0
Roko Ukic,TOR,1,2018,0
Roko Ukic,TOR,1,2017,0
Roko Ukic,TOR,1,2016,0
Roko Ukic,TOR,1,2015,0
Roko Ukic,TOR,1,2014,0
Roko Ukic,TOR,1,2013,0
Roko Ukic,TOR,1,2012,0
Roko Ukic,TOR,1,2011,0
Roko Ukic,TOR,1,2010,0
Roko Ukic,TOR,1,2009,1250000
Roko Ukic,TOR,1,2008,0
Roko Ukic,TOR,1,2007,0
Roko Ukic,TOR,1,2006,0
Roko Ukic,TOR,1,2005,0
Roko Ukic,TOR,1,2004,0
Roko Ukic,TOR,1,2003,0
Roko Ukic,TOR,1,2002,0
Roko Ukic,TOR,1,2001,0
Roko Ukic,TOR,1,2000,0
Roko Ukic,TOR,1,1999,0
Roko Ukic,TOR,1,1998,0
Rudy Gay,TOR,3,2018,0
Rudy Gay,TOR,3,2017,0
Rudy Gay,TOR,3,2016,0
Rudy Gay,TOR,3,2015,19317325
Rudy Gay,TOR,3,2014,17888931
Rudy Gay,TOR,3,2013,16460538
Rudy Gay,TOR,3,2012,0
Rudy Gay,TOR,3,2011,0
Rudy Gay,TOR,3,2010,0
Rudy Gay,TOR,3,2009,0
Rudy Gay,TOR,3,2008,0
Rudy Gay,TOR,3,2007,0
Rudy Gay,TOR,3,2006,0
Rudy Gay,TOR,3,2005,0
Rudy Gay,TOR,3,2004,0
Rudy Gay,TOR,3,2003,0
Rudy Gay,TOR,3,2002,0
Rudy Gay,TOR,3,2001,0
Rudy Gay,TOR,3,2000,0
Rudy Gay,TOR,3,1999,0
Rudy Gay,TOR,3,1998,0
Sean Marks,TOR,4,2018,0
Sean Marks,TOR,4,2017,0
Sean Marks,TOR,4,2016,0
Sean Marks,TOR,4,2015,0
Sean Marks,TOR,4,2014,0
Sean Marks,TOR,4,2013,0
Sean Marks,TOR,4,2012,0
Sean Marks,TOR,4,2011,0
Sean Marks,TOR,4,2010,0
Sean Marks,TOR,4,2009,0
Sean Marks,TOR,4,2008,0
Sean Marks,TOR,4,2007,0
Sean Marks,TOR,4,2006,0
Sean Marks,TOR,4,2005,0
Sean Marks,TOR,4,2004,0
Sean Marks,TOR,4,2003,0
Sean Marks,TOR,4,2002,0
Sean Marks,TOR,4,2001,0
Sean Marks,TOR,4,2000,385000
Sean Marks,TOR,4,1999,287500
Sean Marks,TOR,4,1998,0
Sebastian Telfair,TOR,1,2018,0
Sebastian Telfair,TOR,1,2017,0
Sebastian Telfair,TOR,1,2016,0
Sebastian Telfair,TOR,1,2015,0
Sebastian Telfair,TOR,1,2014,0
Sebastian Telfair,TOR,1,2013,1567500
Sebastian Telfair,TOR,1,2012,0
Sebastian Telfair,TOR,1,2011,0
Sebastian Telfair,TOR,1,2010,0
Sebastian Telfair,TOR,1,2009,0
Sebastian Telfair,TOR,1,2008,0
Sebastian Telfair,TOR,1,2007,0
Sebastian Telfair,TOR,1,2006,0
Sebastian Telfair,TOR,1,2005,0
Sebastian Telfair,TOR,1,2004,0
Sebastian Telfair,TOR,1,2003,0
Sebastian Telfair,TOR,1,2002,0
Sebastian Telfair,TOR,1,2001,0
Sebastian Telfair,TOR,1,2000,0
Sebastian Telfair,TOR,1,1999,0
Sebastian Telfair,TOR,1,1998,0
Sharone Wright,TOR,5,2018,0
Sharone Wright,TOR,5,2017,0
Sharone Wright,TOR,5,2016,0
Sharone Wright,TOR,5,2015,0
Sharone Wright,TOR,5,2014,0
Sharone Wright,TOR,5,2013,0
Sharone Wright,TOR,5,2012,0
Sharone Wright,TOR,5,2011,0
Sharone Wright,TOR,5,2010,0
Sharone Wright,TOR,5,2009,0
Sharone Wright,TOR,5,2008,0
Sharone Wright,TOR,5,2007,0
Sharone Wright,TOR,5,2006,0
Sharone Wright,TOR,5,2005,0
Sharone Wright,TOR,5,2004,0
Sharone Wright,TOR,5,2003,0
Sharone Wright,TOR,5,2002,0
Sharone Wright,TOR,5,2001,0
Sharone Wright,TOR,5,2000,0
Sharone Wright,TOR,5,1999,4000000
Sharone Wright,TOR,5,1998,3500000
Shawn Marion,TOR,3,2018,0
Shawn Marion,TOR,3,2017,0
Shawn Marion,TOR,3,2016,0
Shawn Marion,TOR,3,2015,0
Shawn Marion,TOR,3,2014,0
Shawn Marion,TOR,3,2013,0
Shawn Marion,TOR,3,2012,0
Shawn Marion,TOR,3,2011,0
Shawn Marion,TOR,3,2010,0
Shawn Marion,TOR,3,2009,17810000
Shawn Marion,TOR,3,2008,0
Shawn Marion,TOR,3,2007,0
Shawn Marion,TOR,3,2006,0
Shawn Marion,TOR,3,2005,0
Shawn Marion,TOR,3,2004,0
Shawn Marion,TOR,3,2003,0
Shawn Marion,TOR,3,2002,0
Shawn Marion,TOR,3,2001,0
Shawn Marion,TOR,3,2000,0
Shawn Marion,TOR,3,1999,0
Shawn Marion,TOR,3,1998,0
Shawn Respert,TOR,2,2018,0
Shawn Respert,TOR,2,2017,0
Shawn Respert,TOR,2,2016,0
Shawn Respert,TOR,2,2015,0
Shawn Respert,TOR,2,2014,0
Shawn Respert,TOR,2,2013,0
Shawn Respert,TOR,2,2012,0
Shawn Respert,TOR,2,2011,0
Shawn Respert,TOR,2,2010,0
Shawn Respert,TOR,2,2009,0
Shawn Respert,TOR,2,2008,0
Shawn Respert,TOR,2,2007,0
Shawn Respert,TOR,2,2006,0
Shawn Respert,TOR,2,2005,0
Shawn Respert,TOR,2,2004,0
Shawn Respert,TOR,2,2003,0
Shawn Respert,TOR,2,2002,0
Shawn Respert,TOR,2,2001,0
Shawn Respert,TOR,2,2000,0
Shawn Respert,TOR,2,1999,0
Shawn Respert,TOR,2,1998,1602120
Solomon Alabi,TOR,5,2018,0
Solomon Alabi,TOR,5,2017,0
Solomon Alabi,TOR,5,2016,0
Solomon Alabi,TOR,5,2015,0
Solomon Alabi,TOR,5,2014,0
Solomon Alabi,TOR,5,2013,0
Solomon Alabi,TOR,5,2012,830000
Solomon Alabi,TOR,5,2011,770000
Solomon Alabi,TOR,5,2010,0
Solomon Alabi,TOR,5,2009,0
Solomon Alabi,TOR,5,2008,0
Solomon Alabi,TOR,5,2007,0
Solomon Alabi,TOR,5,2006,0
Solomon Alabi,TOR,5,2005,0
Solomon Alabi,TOR,5,2004,0
Solomon Alabi,TOR,5,2003,0
Solomon Alabi,TOR,5,2002,0
Solomon Alabi,TOR,5,2001,0
Solomon Alabi,TOR,5,2000,0
Solomon Alabi,TOR,5,1999,0
Solomon Alabi,TOR,5,1998,0
Sonny Weems,TOR,2,2018,0
Sonny Weems,TOR,2,2017,0
Sonny Weems,TOR,2,2016,0
Sonny Weems,TOR,2,2015,0
Sonny Weems,TOR,2,2014,0
Sonny Weems,TOR,2,2013,0
Sonny Weems,TOR,2,2012,0
Sonny Weems,TOR,2,2011,854389
Sonny Weems,TOR,2,2010,736420
Sonny Weems,TOR,2,2009,0
Sonny Weems,TOR,2,2008,0
Sonny Weems,TOR,2,2007,0
Sonny Weems,TOR,2,2006,0
Sonny Weems,TOR,2,2005,0
Sonny Weems,TOR,2,2004,0
Sonny Weems,TOR,2,2003,0
Sonny Weems,TOR,2,2002,0
Sonny Weems,TOR,2,2001,0
Sonny Weems,TOR,2,2000,0
Sonny Weems,TOR,2,1999,0
Sonny Weems,TOR,2,1998,0
Steve Novak,TOR,3,2018,0
Steve Novak,TOR,3,2017,0
Steve Novak,TOR,3,2016,3750000
Steve Novak,TOR,3,2015,3445946
Steve Novak,TOR,3,2014,3750000
Steve Novak,TOR,3,2013,0
Steve Novak,TOR,3,2012,0
Steve Novak,TOR,3,2011,0
Steve Novak,TOR,3,2010,0
Steve Novak,TOR,3,2009,0
Steve Novak,TOR,3,2008,0
Steve Novak,TOR,3,2007,0
Steve Novak,TOR,3,2006,0
Steve Novak,TOR,3,2005,0
Steve Novak,TOR,3,2004,0
Steve Novak,TOR,3,2003,0
Steve Novak,TOR,3,2002,0
Steve Novak,TOR,3,2001,0
Steve Novak,TOR,3,2000,0
Steve Novak,TOR,3,1999,0
Steve Novak,TOR,3,1998,0
T.J. Ford,TOR,1,2018,0
T.J. Ford,TOR,1,2017,0
T.J. Ford,TOR,1,2016,0
T.J. Ford,TOR,1,2015,0
T.J. Ford,TOR,1,2014,0
T.J. Ford,TOR,1,2013,0
T.J. Ford,TOR,1,2012,0
T.J. Ford,TOR,1,2011,0
T.J. Ford,TOR,1,2010,0
T.J. Ford,TOR,1,2009,0
T.J. Ford,TOR,1,2008,8000000
T.J. Ford,TOR,1,2007,2929467
T.J. Ford,TOR,1,2006,0
T.J. Ford,TOR,1,2005,0
T.J. Ford,TOR,1,2004,0
T.J. Ford,TOR,1,2003,0
T.J. Ford,TOR,1,2002,0
T.J. Ford,TOR,1,2001,0
T.J. Ford,TOR,1,2000,0
T.J. Ford,TOR,1,1999,0
T.J. Ford,TOR,1,1998,0
Terrence Ross,TOR,2,2018,0
Terrence Ross,TOR,2,2017,0
Terrence Ross,TOR,2,2016,3553917
Terrence Ross,TOR,2,2015,2793960
Terrence Ross,TOR,2,2014,2678640
Terrence Ross,TOR,2,2013,2563320
Terrence Ross,TOR,2,2012,0
Terrence Ross,TOR,2,2011,0
Terrence Ross,TOR,2,2010,0
Terrence Ross,TOR,2,2009,0
Terrence Ross,TOR,2,2008,0
Terrence Ross,TOR,2,2007,0
Terrence Ross,TOR,2,2006,0
Terrence Ross,TOR,2,2005,0
Terrence Ross,TOR,2,2004,0
Terrence Ross,TOR,2,2003,0
Terrence Ross,TOR,2,2002,0
Terrence Ross,TOR,2,2001,0
Terrence Ross,TOR,2,2000,0
Terrence Ross,TOR,2,1999,0
Terrence Ross,TOR,2,1998,0
Tracy McGrady,TOR,2,2018,0
Tracy McGrady,TOR,2,2017,0
Tracy McGrady,TOR,2,2016,0
Tracy McGrady,TOR,2,2015,0
Tracy McGrady,TOR,2,2014,0
Tracy McGrady,TOR,2,2013,0
Tracy McGrady,TOR,2,2012,0
Tracy McGrady,TOR,2,2011,0
Tracy McGrady,TOR,2,2010,0
Tracy McGrady,TOR,2,2009,0
Tracy McGrady,TOR,2,2008,0
Tracy McGrady,TOR,2,2007,0
Tracy McGrady,TOR,2,2006,0
Tracy McGrady,TOR,2,2005,0
Tracy McGrady,TOR,2,2004,0
Tracy McGrady,TOR,2,2003,0
Tracy McGrady,TOR,2,2002,0
Tracy McGrady,TOR,2,2001,0
Tracy McGrady,TOR,2,2000,1767120
Tracy McGrady,TOR,2,1999,1563000
Tracy McGrady,TOR,2,1998,1359360
Tracy Murray,TOR,3,2018,0
Tracy Murray,TOR,3,2017,0
Tracy Murray,TOR,3,2016,0
Tracy Murray,TOR,3,2015,0
Tracy Murray,TOR,3,2014,0
Tracy Murray,TOR,3,2013,0
Tracy Murray,TOR,3,2012,0
Tracy Murray,TOR,3,2011,0
Tracy Murray,TOR,3,2010,0
Tracy Murray,TOR,3,2009,0
Tracy Murray,TOR,3,2008,0
Tracy Murray,TOR,3,2007,0
Tracy Murray,TOR,3,2006,0
Tracy Murray,TOR,3,2005,0
Tracy Murray,TOR,3,2004,0
Tracy Murray,TOR,3,2003,0
Tracy Murray,TOR,3,2002,3400000
Tracy Murray,TOR,3,2001,0
Tracy Murray,TOR,3,2000,0
Tracy Murray,TOR,3,1999,0
Tracy Murray,TOR,3,1998,0
Tyler Hansbrough,TOR,4,2018,0
Tyler Hansbrough,TOR,4,2017,0
Tyler Hansbrough,TOR,4,2016,0
Tyler Hansbrough,TOR,4,2015,3326235
Tyler Hansbrough,TOR,4,2014,3183000
Tyler Hansbrough,TOR,4,2013,0
Tyler Hansbrough,TOR,4,2012,0
Tyler Hansbrough,TOR,4,2011,0
Tyler Hansbrough,TOR,4,2010,0
Tyler Hansbrough,TOR,4,2009,0
Tyler Hansbrough,TOR,4,2008,0
Tyler Hansbrough,TOR,4,2007,0
Tyler Hansbrough,TOR,4,2006,0
Tyler Hansbrough,TOR,4,2005,0
Tyler Hansbrough,TOR,4,2004,0
Tyler Hansbrough,TOR,4,2003,0
Tyler Hansbrough,TOR,4,2002,0
